cell,drug,res
HCC38,3899,6.964622
HCC38,4261,3.634473
HCC38,5311,2.586296
HCC38,5394,8.253813
HCC38,6253,2.023138
HCC38,24360,-1.699764
HCC38,36314,-3.052436
HCC38,41867,-0.540553
HCC38,60750,-3.403895
HCC38,60838,3.418082
HCC38,84691,4.617532
HCC38,104741,4.15081
HCC38,104842,-4.812119
HCC38,123631,4.612542
HCC38,126565,1.959477
HCC38,126941,-0.061889
HCC38,148124,-3.920828
HCC38,156422,5.490774
HCC38,176158,6.931063
HCC38,176870,4.330462
HCC38,208908,3.039626
HCC38,216239,5.269255
HCC38,216326,5.741185
HCC38,227681,6.161872
HCC38,387447,-6.174874
HCC38,462382,-1.890344
HCC38,644241,3.953754
HCC38,992586,2.179616
HCC38,2155128,3.786518
HCC38,2314623,5.737268
HCC38,2726824,4.132837
HCC38,2733526,3.677124
HCC38,2802462,5.572103
HCC38,2984337,3.1669
HCC38,3062316,1.439804
HCC38,5278396,4.896906
HCC38,5310940,6.580458
HCC38,5311497,-3.667469
HCC38,5328940,4.502923
HCC38,5330286,5.334885
HCC38,5384616,-1.032886
HCC38,5460769,4.20288
HCC38,5494449,4.071376
HCC38,6450551,4.696304
HCC38,6505803,-0.770017
HCC38,6710780,-0.50341
HCC38,6914657,-2.764125
HCC38,6918289,3.864114
HCC38,9825149,4.689588
HCC38,9826528,4.515469
HCC38,9914412,3.800083
HCC38,9926054,5.928862
HCC38,9927531,5.500938
HCC38,9931953,4.337627
HCC38,9933475,2.887491
HCC38,9936746,4.238907
HCC38,9938202,4.75366
HCC38,9943465,2.997146
HCC38,10096043,-2.227608
HCC38,10127622,5.925157
HCC38,10184653,3.69998
HCC38,10384072,2.010319
HCC38,10385095,2.307446
HCC38,10390396,2.603941
HCC38,11152667,-0.460798
HCC38,11178236,-4.431507
HCC38,11228183,0.778454
HCC38,11316960,5.359997
HCC38,11327430,3.296963
HCC38,11364421,1.755977
HCC38,11404337,2.483359
HCC38,11433190,6.432371
HCC38,11455910,0.584615
HCC38,11488320,3.965098
HCC38,11609586,5.669581
HCC38,11624601,6.420688
HCC38,11626560,4.500161
HCC38,11634725,6.023051
HCC38,11640390,5.550432
HCC38,11655119,5.832408
HCC38,11667893,4.563129
HCC38,11707110,5.099511
HCC38,11719003,4.575884
HCC38,11960529,5.552511
HCC38,11977753,0.031222
HCC38,16095342,4.366118
HCC38,16224745,1.696315
HCC38,16241412,4.027346
HCC38,16720766,1.663047
HCC38,17755052,2.610489
HCC38,23725625,6.136998
HCC38,24180719,6.026888
HCC38,24737642,5.906965
HCC38,24753719,5.767473
HCC38,24771867,3.808842
HCC38,24776445,6.116299
HCC38,24788740,4.781298
HCC38,24821094,4.417063
HCC38,24856436,0.524764
HCC38,24866313,5.091237
HCC38,24871506,5.599421
HCC38,24958200,6.102277
HCC38,24978538,-0.054071
HCC38,25099184,3.396823
HCC38,25124816,5.57296
HCC38,25126798,5.778668
HCC38,25227436,2.790316
HCC38,25227847,3.240209
HCC38,25262965,0.863795
HCC38,35397514,5.463189
HCC38,42623951,6.138774
HCC38,42642645,1.622433
HCC38,44137675,4.312658
HCC38,44182295,6.046355
HCC38,44224160,3.371523
HCC38,44450571,4.21643
HCC38,44462758,5.029968
HCC38,44462760,7.289952
HCC38,44631912,4.851117
HCC38,44632017,2.682037
HCC38,44819241,3.682987
HCC38,46236925,0.327526
HCC38,46843057,3.400408
HCC38,46883536,4.688475
HCC38,46907787,2.175999
HCC38,46926350,-1.994283
HCC38,46926973,6.167368
HCC38,46930998,4.741043
HCC38,46931953,5.999659
HCC38,46943432,5.404941
HCC38,49846579,3.942789
HCC38,49847690,0.517195
HCC38,51000408,3.756369
HCC38,51001932,3.677642
HCC38,51039095,1.892193
HCC38,51042438,4.788039
HCC38,51371303,5.608527
HCC38,52913813,3.890023
HCC38,52918385,5.700743
HCC38,53469448,5.217012
HCC38,54761306,2.065901
HCC38,56645356,5.264777
HCC38,56649450,4.196625
HCC38,56941241,5.988978
HCC38,56962336,6.361999
HCC38,56962337,3.161401
HCC38,57345410,6.449048
HCC38,57519544,5.902382
HCC38,59472121,4.512404
HCC38,59473233,5.585916
HCC38,60167849,6.823519
HCC38,66577015,2.116025
HCC38,68107965,5.443549
HCC38,68289010,3.947522
HCC38,68947304,5.416537
HCC38,70676303,1.141104
HCC38,70983932,5.770966
HCC38,71268957,3.892902
HCC38,71271629,4.27671
HCC38,71297207,1.312715
HCC38,71299339,6.170128
HCC38,71496458,2.957888
HCC38,72200024,5.678749
HCC38,73555129,4.559812
HCC38,78209992,3.159186
HCC38,78243717,6.051232
HCC38,91663328,2.906062
HCC38,91668541,5.906035
HCC38,117072552,5.687187
HCC38,118704762,6.195995
YH-13,1018,5.497792
YH-13,1401,4.352338
YH-13,2907,5.566374
YH-13,3385,4.988342
YH-13,3899,5.036323
YH-13,4261,3.574105
YH-13,5311,1.730079
YH-13,5394,7.047738
YH-13,6253,0.565799
YH-13,24360,-1.640109
YH-13,36314,-4.214296
YH-13,41867,-0.691889
YH-13,60750,-1.135063
YH-13,60838,3.080339
YH-13,84691,2.558128
YH-13,104741,3.596958
YH-13,104842,-3.731192
YH-13,123631,4.145382
YH-13,126565,-0.340022
YH-13,126941,3.286837
YH-13,148124,-5.85773
YH-13,156422,5.808777
YH-13,176158,4.776826
YH-13,176870,2.744987
YH-13,208908,4.132575
YH-13,216239,3.325951
YH-13,216326,5.856665
YH-13,227681,4.93296
YH-13,387447,-5.014655
YH-13,462382,-1.54639
YH-13,644241,3.218507
YH-13,992586,1.717546
YH-13,2155128,3.220693
YH-13,2314623,5.212884
YH-13,2726824,4.385361
YH-13,2733526,4.185129
YH-13,2802462,5.381929
YH-13,2984337,5.550771
YH-13,3062316,-0.787197
YH-13,5278396,5.111218
YH-13,5310940,3.872943
YH-13,5311497,-4.206282
YH-13,5328940,4.252974
YH-13,5330286,2.906652
YH-13,5384616,-2.858689
YH-13,5460769,1.351573
YH-13,6450551,3.258794
YH-13,6505803,-2.148967
YH-13,6710780,-5.409675
YH-13,6914657,-3.520184
YH-13,6918289,-1.954293
YH-13,9825149,4.289377
YH-13,9826528,2.723945
YH-13,9914412,3.996323
YH-13,9926054,5.504561
YH-13,9927531,5.331267
YH-13,9931953,3.247228
YH-13,9933475,1.07703
YH-13,9936746,0.527332
YH-13,9938202,4.208799
YH-13,9943465,4.188988
YH-13,10096043,-3.855102
YH-13,10127622,3.788895
YH-13,10184653,1.904041
YH-13,10384072,2.586602
YH-13,10385095,-0.84475
YH-13,10390396,2.781627
YH-13,11152667,0.091331
YH-13,11178236,-4.263832
YH-13,11228183,3.577521
YH-13,11316960,5.157807
YH-13,11327430,3.382094
YH-13,11364421,-2.63798
YH-13,11404337,0.627395
YH-13,11433190,5.693909
YH-13,11455910,0.753504
YH-13,11488320,4.434796
YH-13,11609586,3.599276
YH-13,11624601,5.55758
YH-13,11626560,2.948328
YH-13,11634725,4.654502
YH-13,11640390,5.415113
YH-13,11655119,5.685565
YH-13,11667893,5.481013
YH-13,11707110,1.150836
YH-13,11719003,3.349893
YH-13,11960529,4.242851
YH-13,11977753,-2.752193
YH-13,16224745,3.603626
YH-13,16241412,5.146578
YH-13,16720766,-0.102879
YH-13,17755052,-0.40566
YH-13,23725625,4.09092
YH-13,24180719,3.920949
YH-13,24737642,5.124297
YH-13,24753719,5.642686
YH-13,24771867,-0.095097
YH-13,24776445,4.624502
YH-13,24788740,2.479462
YH-13,24821094,5.839698
YH-13,24856436,1.039091
YH-13,24866313,3.351713
YH-13,24871506,5.021668
YH-13,24958200,4.078389
YH-13,24978538,3.810511
YH-13,25099184,0.472429
YH-13,25124816,4.749744
YH-13,25126798,5.739968
YH-13,25227436,1.985869
YH-13,25227847,2.594293
YH-13,25262965,-1.538005
YH-13,35397514,5.170402
YH-13,42623951,5.241507
YH-13,42642645,-0.70458
YH-13,44182295,2.493687
YH-13,44224160,3.979844
YH-13,44450571,3.846577
YH-13,44462758,3.154707
YH-13,44462760,5.852262
YH-13,44631912,2.346998
YH-13,44632017,0.509723
YH-13,44819241,2.322648
YH-13,46236925,-0.436892
YH-13,46843057,2.640472
YH-13,46883536,5.655285
YH-13,46907787,1.456163
YH-13,46926350,-2.884498
YH-13,46926973,4.675486
YH-13,46930998,1.787858
YH-13,46931953,4.934068
YH-13,46943432,2.285576
YH-13,49846579,2.480862
YH-13,49847690,2.776049
YH-13,51000408,5.480515
YH-13,51001932,0.166535
YH-13,51039095,3.477775
YH-13,51042438,2.273073
YH-13,52913813,0.41111
YH-13,52918385,3.261894
YH-13,53469448,3.936024
YH-13,54761306,1.958511
YH-13,56645356,4.815816
YH-13,56649450,2.377239
YH-13,56941241,4.906491
YH-13,56962336,5.687599
YH-13,56962337,2.548939
YH-13,57345410,6.206365
YH-13,57519544,5.63641
YH-13,59472121,5.166691
YH-13,59473233,4.382091
YH-13,60167849,5.446055
YH-13,66577015,0.350174
YH-13,68107965,5.645383
YH-13,68289010,2.979154
YH-13,68947304,3.890086
YH-13,70676303,-1.111563
YH-13,70983932,5.862651
YH-13,71268957,3.119789
YH-13,71271629,3.4412
YH-13,71297207,4.345155
YH-13,71299339,5.678726
YH-13,71496458,1.643128
YH-13,72200024,4.741344
YH-13,73555129,4.559852
YH-13,78209992,3.221133
YH-13,78243717,5.392324
YH-13,91663328,2.900954
YH-13,91668541,4.283
YH-13,117072552,4.384549
YH-13,118704762,4.708203
NCI-H446,1018,4.978046
NCI-H446,1401,1.736516
NCI-H446,2907,3.861674
NCI-H446,3385,5.291405
NCI-H446,3899,4.995549
NCI-H446,4261,0.357298
NCI-H446,5311,0.259889
NCI-H446,5394,6.288572
NCI-H446,6253,1.435325
NCI-H446,24360,-2.29506
NCI-H446,36314,-5.3066
NCI-H446,41867,-1.4294
NCI-H446,60750,-1.403758
NCI-H446,60838,2.676628
NCI-H446,84691,2.778897
NCI-H446,104741,3.288299
NCI-H446,104842,-3.428062
NCI-H446,123631,3.985245
NCI-H446,126565,-1.81183
NCI-H446,148124,-6.609618
NCI-H446,156422,4.850512
NCI-H446,176158,5.190047
NCI-H446,176870,2.914341
NCI-H446,208908,1.729157
NCI-H446,216239,2.073771
NCI-H446,216326,3.692879
NCI-H446,227681,5.196028
NCI-H446,387447,-5.927487
NCI-H446,462382,-2.094109
NCI-H446,644241,1.384761
NCI-H446,992586,3.596345
NCI-H446,2155128,2.888518
NCI-H446,2314623,4.479576
NCI-H446,2726824,4.290627
NCI-H446,2733526,3.739116
NCI-H446,2802462,5.281896
NCI-H446,2984337,2.979685
NCI-H446,3062316,3.725964
NCI-H446,5278396,3.906327
NCI-H446,5310940,3.249425
NCI-H446,5311497,-6.035419
NCI-H446,5328940,3.012375
NCI-H446,5330286,4.161695
NCI-H446,5384616,-3.177032
NCI-H446,5460769,3.161083
NCI-H446,6450551,0.684638
NCI-H446,6505803,2.009446
NCI-H446,6710780,-7.478125
NCI-H446,6918289,0.320283
NCI-H446,9825149,1.787935
NCI-H446,9826528,1.918446
NCI-H446,9914412,-0.131111
NCI-H446,9926054,2.240455
NCI-H446,9927531,3.348134
NCI-H446,9931953,2.700769
NCI-H446,9933475,1.01399
NCI-H446,9936746,0.515291
NCI-H446,9938202,3.505503
NCI-H446,9943465,3.280603
NCI-H446,10096043,-1.870837
NCI-H446,10127622,4.711454
NCI-H446,10184653,0.628455
NCI-H446,10384072,0.989259
NCI-H446,10385095,-0.689984
NCI-H446,10390396,1.730357
NCI-H446,11152667,-0.080759
NCI-H446,11178236,-4.326498
NCI-H446,11228183,1.339468
NCI-H446,11316960,1.572645
NCI-H446,11327430,2.471599
NCI-H446,11364421,-4.185024
NCI-H446,11404337,-0.381172
NCI-H446,11433190,5.39623
NCI-H446,11488320,5.286077
NCI-H446,11609586,3.516337
NCI-H446,11624601,5.280418
NCI-H446,11626560,0.63292
NCI-H446,11634725,3.71911
NCI-H446,11640390,4.507526
NCI-H446,11655119,5.224882
NCI-H446,11667893,3.532452
NCI-H446,11707110,0.645934
NCI-H446,11719003,2.552315
NCI-H446,11960529,4.045994
NCI-H446,11977753,-2.355173
NCI-H446,16224745,4.441732
NCI-H446,16241412,4.187472
NCI-H446,16720766,2.931719
NCI-H446,17755052,0.236453
NCI-H446,23725625,3.553543
NCI-H446,24180719,5.690637
NCI-H446,24737642,4.850621
NCI-H446,24753719,3.826157
NCI-H446,24771867,-2.252153
NCI-H446,24776445,4.290342
NCI-H446,24788740,1.493271
NCI-H446,24821094,4.348187
NCI-H446,24856436,-1.097373
NCI-H446,24866313,2.421501
NCI-H446,24871506,3.945238
NCI-H446,24958200,4.246203
NCI-H446,24978538,0.940893
NCI-H446,25099184,0.175455
NCI-H446,25124816,2.786091
NCI-H446,25126798,4.965203
NCI-H446,25227436,1.661062
NCI-H446,25227847,1.528023
NCI-H446,25262965,-1.368354
NCI-H446,35397514,4.356114
NCI-H446,42623951,4.005172
NCI-H446,42642645,-0.935989
NCI-H446,44182295,2.754676
NCI-H446,44224160,3.722545
NCI-H446,44450571,1.610663
NCI-H446,44462758,5.165472
NCI-H446,44462760,5.268753
NCI-H446,44631912,3.623473
NCI-H446,44632017,0.504135
NCI-H446,44819241,3.097904
NCI-H446,46236925,-1.63211
NCI-H446,46843057,1.35544
NCI-H446,46883536,3.66126
NCI-H446,46907787,0.198768
NCI-H446,46926350,-3.499571
NCI-H446,46926973,4.822996
NCI-H446,46930998,1.12937
NCI-H446,46931953,2.16909
NCI-H446,46943432,1.631116
NCI-H446,49846579,1.035729
NCI-H446,49847690,0.449467
NCI-H446,51000408,4.656301
NCI-H446,51001932,1.308983
NCI-H446,51039095,-0.221359
NCI-H446,51042438,0.493196
NCI-H446,52913813,2.117978
NCI-H446,52918385,2.918713
NCI-H446,53469448,3.708753
NCI-H446,54761306,1.675934
NCI-H446,56645356,4.519909
NCI-H446,56649450,3.821475
NCI-H446,56941241,3.275432
NCI-H446,56962336,5.308804
NCI-H446,56962337,1.789491
NCI-H446,57345410,5.241642
NCI-H446,57519544,3.838507
NCI-H446,59472121,3.125544
NCI-H446,59473233,4.58342
NCI-H446,60167849,5.329109
NCI-H446,66577015,-0.153303
NCI-H446,68107965,5.059484
NCI-H446,68289010,1.493509
NCI-H446,68947304,3.435946
NCI-H446,70676303,-0.155418
NCI-H446,70983932,4.947356
NCI-H446,71268957,2.278455
NCI-H446,71271629,3.800431
NCI-H446,71297207,2.347267
NCI-H446,71299339,3.898647
NCI-H446,71496458,1.710193
NCI-H446,72200024,3.672705
NCI-H446,73555129,4.117152
NCI-H446,78209992,2.251156
NCI-H446,78243717,5.012456
NCI-H446,91663328,1.108488
NCI-H446,91668541,4.972023
NCI-H446,117072552,3.300894
NCI-H446,118704762,3.761262
IM-9,1018,4.349324
IM-9,1401,1.894178
IM-9,2907,4.4843
IM-9,3385,1.475943
IM-9,3899,4.143263
IM-9,4261,0.401849
IM-9,5311,-0.161109
IM-9,5394,2.782154
IM-9,6253,-1.601349
IM-9,24360,-5.302441
IM-9,36314,-4.967437
IM-9,41867,-4.082721
IM-9,60750,-5.366817
IM-9,60838,-0.483151
IM-9,84691,0.285054
IM-9,104741,1.046838
IM-9,104842,-6.979991
IM-9,123631,2.884472
IM-9,126565,-3.548476
IM-9,126941,-3.826679
IM-9,148124,-6.20594
IM-9,156422,3.744844
IM-9,176158,4.761387
IM-9,176870,1.957989
IM-9,208908,1.817148
IM-9,216239,1.618876
IM-9,216326,3.560459
IM-9,227681,3.472066
IM-9,387447,-5.619396
IM-9,462382,-2.062836
IM-9,644241,0.739459
IM-9,992586,1.862766
IM-9,2155128,1.507028
IM-9,2314623,4.479755
IM-9,2726824,4.335117
IM-9,2733526,2.521245
IM-9,2802462,4.475775
IM-9,2984337,3.783968
IM-9,3062316,2.52224
IM-9,5278396,2.132657
IM-9,5310940,0.239358
IM-9,5311497,-5.958309
IM-9,5328940,0.427394
IM-9,5330286,1.917882
IM-9,5384616,-7.438314
IM-9,5460769,0.04034
IM-9,6450551,-0.537151
IM-9,6505803,-1.563829
IM-9,6710780,-7.233662
IM-9,6914657,-6.301197
IM-9,6918289,-1.777444
IM-9,9825149,1.879345
IM-9,9826528,-4.145216
IM-9,9914412,-0.836353
IM-9,9926054,2.018851
IM-9,9927531,4.489642
IM-9,9931953,2.05846
IM-9,9933475,1.354099
IM-9,9936746,0.933274
IM-9,9938202,2.68559
IM-9,9943465,3.139517
IM-9,10096043,-4.744362
IM-9,10127622,0.029672
IM-9,10184653,0.214897
IM-9,10384072,0.003168
IM-9,10385095,-1.669591
IM-9,10390396,2.074002
IM-9,11152667,-1.172197
IM-9,11178236,-3.968194
IM-9,11228183,1.494276
IM-9,11316960,2.185983
IM-9,11327430,1.584221
IM-9,11364421,-3.925852
IM-9,11404337,-2.143319
IM-9,11433190,0.003537
IM-9,11455910,-0.071327
IM-9,11488320,4.240232
IM-9,11609586,1.622114
IM-9,11624601,4.713116
IM-9,11626560,-0.072465
IM-9,11634725,-1.407698
IM-9,11640390,3.908305
IM-9,11655119,3.838811
IM-9,11667893,4.488462
IM-9,11707110,-5.171307
IM-9,11719003,-0.728693
IM-9,11960529,4.494266
IM-9,11977753,-3.090179
IM-9,16224745,1.121676
IM-9,16241412,2.228785
IM-9,16720766,-2.426135
IM-9,17755052,1.674734
IM-9,23725625,1.706016
IM-9,24180719,2.988476
IM-9,24737642,4.376398
IM-9,24753719,1.863176
IM-9,24771867,-4.018219
IM-9,24776445,3.878993
IM-9,24788740,3.878771
IM-9,24821094,4.487861
IM-9,24856436,-0.96345
IM-9,24866313,-1.169783
IM-9,24871506,4.495183
IM-9,24958200,2.672383
IM-9,24978538,1.204236
IM-9,25099184,-1.34797
IM-9,25124816,3.709185
IM-9,25126798,4.301285
IM-9,25227436,2.288048
IM-9,25227847,2.779547
IM-9,25262965,-1.563448
IM-9,35397514,3.838487
IM-9,42623951,4.167408
IM-9,42642645,0.174869
IM-9,44182295,-2.2031
IM-9,44224160,-0.254002
IM-9,44450571,0.157788
IM-9,44462758,1.879542
IM-9,44462760,0.672269
IM-9,44631912,2.609096
IM-9,44632017,-1.037205
IM-9,44819241,0.322691
IM-9,46236925,-2.998804
IM-9,46843057,1.946348
IM-9,46883536,3.271532
IM-9,46907787,-0.439297
IM-9,46926350,-3.896128
IM-9,46926973,3.419412
IM-9,46930998,2.666999
IM-9,46931953,2.354173
IM-9,46943432,2.029476
IM-9,49846579,0.603732
IM-9,49847690,1.758765
IM-9,51000408,0.164777
IM-9,51001932,3.044566
IM-9,51039095,1.435297
IM-9,51042438,1.325618
IM-9,52913813,3.757835
IM-9,52918385,2.790636
IM-9,53469448,2.485526
IM-9,54761306,0.719313
IM-9,56645356,4.324522
IM-9,56649450,2.913042
IM-9,56941241,3.918753
IM-9,56962336,3.966068
IM-9,56962337,1.493415
IM-9,57345410,4.640021
IM-9,57519544,3.489677
IM-9,59472121,0.990696
IM-9,59473233,3.254674
IM-9,60167849,4.354638
IM-9,66577015,-0.707872
IM-9,68107965,4.330068
IM-9,68289010,1.890689
IM-9,68947304,4.335675
IM-9,70676303,-0.276999
IM-9,70983932,3.876164
IM-9,71268957,2.135319
IM-9,71271629,2.486943
IM-9,71297207,3.587508
IM-9,71299339,3.076526
IM-9,71496458,1.602329
IM-9,72200024,2.238157
IM-9,73555129,2.629683
IM-9,78209992,1.612582
IM-9,78243717,4.49293
IM-9,91663328,0.922111
IM-9,91668541,2.356773
IM-9,117072552,0.655228
IM-9,118704762,1.595175
IST-SL1,1018,4.559872
IST-SL1,1401,3.100225
IST-SL1,2375,3.643759
IST-SL1,2907,3.388288
IST-SL1,3385,3.135175
IST-SL1,3899,5.358949
IST-SL1,4261,-1.668117
IST-SL1,5311,-0.272041
IST-SL1,5394,5.512125
IST-SL1,24360,-2.067312
IST-SL1,36314,-5.155343
IST-SL1,41867,-0.425617
IST-SL1,60838,1.549158
IST-SL1,104741,2.091025
IST-SL1,104842,-2.401925
IST-SL1,123631,2.327933
IST-SL1,126565,-1.817866
IST-SL1,126941,1.870459
IST-SL1,148124,-6.28028
IST-SL1,156422,2.594837
IST-SL1,176158,4.2158
IST-SL1,176870,3.766848
IST-SL1,208908,1.545242
IST-SL1,216239,1.833812
IST-SL1,216326,4.126615
IST-SL1,227681,3.755809
IST-SL1,300471,-2.085043
IST-SL1,387447,-5.467406
IST-SL1,444795,4.54753
IST-SL1,462382,-2.063201
IST-SL1,637858,1.209787
IST-SL1,644241,2.120208
IST-SL1,2155128,2.243898
IST-SL1,2314623,4.559872
IST-SL1,2726824,2.823521
IST-SL1,2733526,2.935066
IST-SL1,2802462,3.223014
IST-SL1,2984337,3.208954
IST-SL1,3062316,2.942868
IST-SL1,5278396,3.482008
IST-SL1,5310940,3.587514
IST-SL1,5311497,-6.155227
IST-SL1,5327091,3.487606
IST-SL1,5328940,1.88047
IST-SL1,5330286,3.626286
IST-SL1,5384616,-2.557235
IST-SL1,5494449,-2.708514
IST-SL1,6450551,0.247646
IST-SL1,6505803,0.182627
IST-SL1,6914657,-5.517562
IST-SL1,6918289,2.03031
IST-SL1,9825149,1.770784
IST-SL1,9826528,3.044314
IST-SL1,9858940,2.021543
IST-SL1,9914412,-0.488446
IST-SL1,9926054,1.710349
IST-SL1,9927531,4.552693
IST-SL1,9931953,2.516641
IST-SL1,9933475,1.73693
IST-SL1,9936746,-0.191119
IST-SL1,9938202,2.741399
IST-SL1,9943465,2.924428
IST-SL1,9956119,3.184359
IST-SL1,10077147,1.19804
IST-SL1,10096043,-2.153699
IST-SL1,10127622,4.559451
IST-SL1,10184653,0.748874
IST-SL1,10384072,-0.058388
IST-SL1,10385095,-0.201184
IST-SL1,10390396,1.871334
IST-SL1,10459196,3.536573
IST-SL1,11152667,-1.176172
IST-SL1,11178236,-4.729954
IST-SL1,11228183,0.033651
IST-SL1,11316960,2.882984
IST-SL1,11327430,1.983555
IST-SL1,11364421,-4.173194
IST-SL1,11433190,3.790656
IST-SL1,11488320,2.931464
IST-SL1,11609586,2.36485
IST-SL1,11624601,4.534803
IST-SL1,11626560,0.618277
IST-SL1,11634725,2.486682
IST-SL1,11640390,3.087636
IST-SL1,11655119,2.866989
IST-SL1,11667893,4.026833
IST-SL1,11707110,2.522354
IST-SL1,11719003,3.071888
IST-SL1,11960529,4.5358
IST-SL1,11977753,-1.095863
IST-SL1,16095342,-0.789509
IST-SL1,16224745,0.899178
IST-SL1,16720766,-2.004898
IST-SL1,17755052,2.202484
IST-SL1,23725625,3.283865
IST-SL1,24180719,4.13208
IST-SL1,24737642,4.537731
IST-SL1,24753719,4.325398
IST-SL1,24771867,-2.659503
IST-SL1,24776445,4.517104
IST-SL1,24788740,3.166613
IST-SL1,24821094,2.855192
IST-SL1,24856436,-1.219463
IST-SL1,24866313,2.808924
IST-SL1,24871506,4.543812
IST-SL1,24958200,4.491252
IST-SL1,24978538,-0.997284
IST-SL1,25099184,-0.583205
IST-SL1,25124816,2.521291
IST-SL1,25126798,3.316425
IST-SL1,25227436,3.402685
IST-SL1,25227847,2.937547
IST-SL1,35397514,3.481333
IST-SL1,42623951,4.42011
IST-SL1,42642645,-0.408965
IST-SL1,44137675,3.908927
IST-SL1,44182295,3.95657
IST-SL1,44224160,1.697949
IST-SL1,44450571,0.686837
