cell,drug,res
SW756,10341154,0.0
SW756,5278396,0.0
SW756,300471,0.0
SW756,10184653,0.0
SW756,24776445,0.0
SW756,11624601,1.0
SW756,44450571,0.0
SW756,46930998,0.0
SW756,25262965,0.0
SW756,11316960,0.0
SW756,85668777,0.0
SW756,51371303,0.0
SW756,11455910,1.0
SW756,2733526,0.0
SW756,71271629,0.0
SW756,54685215,0.0
SW756,9863776,1.0
SW756,57339144,0.0
SW756,56962337,0.0
SW756,11707110,1.0
SW756,44462760,0.0
SW756,5394,0.0
SW756,5460769,0.0
SW756,104842,0.0
SW962,176870,1.0
SW962,5384616,0.0
SW962,5329102,0.0
SW962,10461815,0.0
SW962,462382,0.0
SW962,36314,0.0
SW962,11676786,0.0
SW962,216239,0.0
SW962,5291,0.0
SW962,16038120,0.0
SW962,11626560,0.0
SW962,76044,0.0
SW962,16760646,0.0
SW962,3062316,1.0
SW962,5311510,0.0
SW962,644215,0.0
SW962,24825971,0.0
SW962,9549184,0.0
SW962,11844351,1.0
SW962,49821040,1.0
SW962,11364421,0.0
SW962,10390396,0.0
SW962,20635522,0.0
SW962,16663089,0.0
SW962,4993,0.0
SW962,49836027,0.0
SW962,10172943,0.0
SW962,9826308,0.0
SW962,7251185,0.0
SW962,9907093,0.0
SW962,387447,0.0
SW962,46844147,0.0
SW962,5717801,0.0
SW962,208908,1.0
SW962,16095342,0.0
SW962,31703,0.0
SW962,36462,0.0
SW962,60750,0.0
SW962,5311497,0.0
SW962,5459322,0.0
SW962,2375,0.0
SW962,4263900,0.0
SW962,44551660,0.0
SW962,9956119,0.0
SW962,44137675,0.0
SW962,25222038,0.0
SW962,11713159,0.0
SW962,46907787,0.0
SW962,560326,0.0
SW962,3005532,0.0
SW962,10027278,0.0
SW962,5208,0.0
SW962,10196499,0.0
SW962,3218,0.0
SW962,3463933,0.0
SW962,6753378,0.0
SW962,521106,0.0
SW962,3385,0.0
SW962,446378,0.0
SW962,11404337,0.0
SW962,24785538,0.0
SW962,82146,0.0
SW962,54676905,0.0
SW962,11617559,0.0
SW962,8249,0.0
SW962,5280757,1.0
SW962,10113978,0.0
SW962,448013,0.0
SW962,9926054,0.0
SW962,159324,0.0
SW962,25126798,0.0
SW962,10109823,0.0
SW962,11338033,0.0
SW962,9952773,0.0
SW962,11754511,0.0
SW962,11647372,0.0
SW962,5289247,0.0
SW962,46885626,0.0
SW962,11373846,0.0
SW962,46224516,0.0
SW962,9874913,0.0
SW962,704473,0.0
SW962,53340664,0.0
SW962,11634725,0.0
SW962,11493598,0.0
SW962,53394750,0.0
SW962,42640,0.0
SW962,24894414,0.0
SW962,6918848,0.0
SW962,24756910,0.0
SW962,24951314,0.0
SW962,46931012,0.0
SW962,56965967,0.0
SW962,10451420,0.0
SW962,44143370,0.0
SW962,10074640,0.0
SW962,25195352,0.0
SW962,16747388,0.0
SW962,9868037,0.0
SW962,44224160,0.0
SW962,25257557,1.0
SW962,46191454,0.0
SW962,9884685,0.0
SW962,6852167,0.0
SW962,9967941,0.0
SW962,9903786,0.0
SW962,9810884,0.0
SW962,9956222,0.0
SW962,16725726,0.0
SW962,24772860,0.0
SW962,447912,0.0
SW962,66577006,0.0
SW962,24360,0.0
SW962,6710780,0.0
SW962,84691,0.0
SW962,6253,0.0
SW962,148124,0.0
SW962,126941,0.0
SW962,123631,0.0
SW962,5311,0.0
SW962,644241,0.0
SW962,6918454,0.0
SW962,6918289,1.0
SW962,23725625,0.0
SW962,5328940,0.0
SW962,216326,0.0
SW962,6450551,0.0
SW962,11152667,0.0
SW962,10341154,0.0
SW962,5278396,0.0
SW962,300471,0.0
SW962,10184653,0.0
SW962,24776445,0.0
SW962,11624601,0.0
SW962,681640,0.0
SW962,44450571,0.0
SW962,46930998,0.0
SW962,25262965,0.0
SW962,11316960,0.0
SW962,2314623,0.0
SW962,85668777,0.0
SW962,51371303,0.0
SW962,11455910,0.0
SW962,2733526,1.0
SW962,71271629,1.0
SW962,54685215,0.0
SW962,9863776,0.0
SW962,57339144,0.0
SW962,56962337,0.0
SW962,11707110,0.0
SW962,44462760,0.0
SW962,5394,0.0
SW962,5460769,0.0
SW962,104842,0.0
OVK-18,44551660,0.0
OVK-18,3385,0.0
OVK-18,11617559,0.0
OVK-18,8249,0.0
OVK-18,9926054,0.0
OVK-18,25126798,0.0
OVK-18,11338033,0.0
OVK-18,9952773,0.0
OVK-18,11754511,0.0
OVK-18,11647372,0.0
OVK-18,5289247,0.0
OVK-18,46885626,0.0
OVK-18,11373846,0.0
OVK-18,46224516,0.0
OVK-18,9874913,0.0
OVK-18,704473,1.0
OVK-18,53340664,0.0
OVK-18,11634725,0.0
OVK-18,11493598,0.0
OVK-18,53394750,0.0
OVK-18,42640,0.0
OVK-18,24894414,0.0
OVK-18,6918848,0.0
OVK-18,24756910,0.0
OVK-18,24951314,0.0
OVK-18,46931012,0.0
OVK-18,56965967,0.0
OVK-18,10451420,0.0
OVK-18,44143370,0.0
OVK-18,10074640,0.0
OVK-18,25195352,0.0
OVK-18,16747388,0.0
OVK-18,9868037,0.0
OVK-18,44224160,0.0
OVK-18,25257557,1.0
OVK-18,46191454,0.0
OVK-18,9884685,0.0
OVK-18,6852167,0.0
OVK-18,9967941,0.0
OVK-18,9903786,0.0
OVK-18,9810884,0.0
OVK-18,9956222,0.0
OVK-18,16725726,0.0
OVK-18,24772860,0.0
OVK-18,447912,0.0
OVK-18,66577006,0.0
OVK-18,24360,0.0
OVK-18,6710780,0.0
OVK-18,84691,0.0
OVK-18,6253,1.0
OVK-18,148124,0.0
OVK-18,126941,0.0
OVK-18,123631,0.0
OVK-18,5311,0.0
OVK-18,644241,0.0
OVK-18,6918454,1.0
OVK-18,6918289,1.0
OVK-18,23725625,1.0
OVK-18,5328940,0.0
OVK-18,216326,1.0
OVK-18,6450551,1.0
OVK-18,11152667,0.0
OVK-18,10341154,0.0
OVK-18,5278396,0.0
OVK-18,300471,0.0
OVK-18,10184653,0.0
OVK-18,24776445,0.0
OVK-18,11624601,1.0
OVK-18,44450571,1.0
OVK-18,46930998,1.0
OVK-18,25262965,1.0
OVK-18,11316960,0.0
OVK-18,2314623,0.0
OVK-18,85668777,0.0
OVK-18,51371303,0.0
OVK-18,11455910,1.0
OVK-18,46843772,0.0
OVK-18,2733526,0.0
OVK-18,71271629,0.0
OVK-18,54685215,0.0
OVK-18,9863776,0.0
OVK-18,57339144,0.0
OVK-18,56962337,0.0
OVK-18,11707110,0.0
OVK-18,44462760,0.0
OVK-18,5394,0.0
OVK-18,5460769,0.0
OVK-18,104842,0.0
SW1116,44551660,0.0
SW1116,3385,0.0
SW1116,11617559,0.0
SW1116,8249,0.0
SW1116,9926054,0.0
SW1116,25126798,0.0
SW1116,11338033,0.0
SW1116,9952773,0.0
SW1116,11754511,0.0
SW1116,11647372,0.0
SW1116,5289247,0.0
SW1116,46885626,0.0
SW1116,11373846,0.0
SW1116,46224516,0.0
SW1116,9874913,0.0
SW1116,704473,0.0
SW1116,53340664,0.0
SW1116,11634725,0.0
SW1116,11493598,0.0
SW1116,53394750,0.0
SW1116,42640,0.0
SW1116,24894414,0.0
SW1116,6918848,0.0
SW1116,24756910,0.0
SW1116,24951314,0.0
SW1116,46931012,0.0
SW1116,56965967,0.0
SW1116,10451420,0.0
SW1116,44143370,0.0
SW1116,10074640,0.0
SW1116,25195352,0.0
SW1116,16747388,0.0
SW1116,9868037,0.0
SW1116,44224160,0.0
SW1116,25257557,0.0
SW1116,46191454,0.0
SW1116,9884685,0.0
SW1116,6852167,0.0
SW1116,9967941,0.0
SW1116,9903786,0.0
SW1116,9810884,0.0
SW1116,9956222,0.0
SW1116,16725726,0.0
SW1116,24772860,0.0
SW1116,447912,0.0
SW1116,66577006,0.0
SW1116,2314623,0.0
SW1116,85668777,1.0
SW1116,51371303,0.0
SW1116,11455910,0.0
SW1116,2733526,0.0
SW1116,71271629,0.0
SW1116,54685215,0.0
SW1116,9863776,0.0
SW1116,57339144,0.0
SW1116,56962337,0.0
SW1116,11707110,1.0
SW1116,44462760,0.0
SW1116,5394,0.0
SW1116,5460769,0.0
SW1116,104842,0.0
WM1552C,31703,0.0
WM1552C,36462,0.0
WM1552C,60750,1.0
WM1552C,5311497,0.0
WM1552C,5459322,0.0
WM1552C,2375,0.0
WM1552C,4263900,0.0
WM1552C,44551660,0.0
WM1552C,9956119,0.0
WM1552C,44137675,0.0
WM1552C,25222038,0.0
WM1552C,11713159,0.0
WM1552C,46907787,0.0
WM1552C,560326,0.0
WM1552C,3005532,0.0
WM1552C,10027278,0.0
WM1552C,5208,0.0
WM1552C,10196499,0.0
WM1552C,3218,0.0
WM1552C,3463933,0.0
WM1552C,6753378,0.0
WM1552C,521106,0.0
WM1552C,3385,0.0
WM1552C,446378,0.0
WM1552C,11404337,1.0
WM1552C,24785538,0.0
WM1552C,82146,0.0
WM1552C,54676905,0.0
WM1552C,11617559,0.0
WM1552C,8249,0.0
WM1552C,5280757,0.0
WM1552C,10113978,0.0
WM1552C,448013,0.0
WM1552C,9926054,0.0
WM1552C,159324,0.0
WM1552C,25126798,0.0
WM1552C,10109823,0.0
WM1552C,11338033,0.0
WM1552C,9952773,0.0
WM1552C,11754511,0.0
WM1552C,11647372,0.0
WM1552C,5289247,0.0
WM1552C,46885626,0.0
WM1552C,11373846,0.0
WM1552C,46224516,0.0
WM1552C,9874913,0.0
WM1552C,704473,0.0
WM1552C,53340664,0.0
WM1552C,11634725,0.0
WM1552C,11493598,0.0
WM1552C,53394750,0.0
WM1552C,42640,0.0
WM1552C,24894414,0.0
WM1552C,6918848,0.0
WM1552C,24756910,0.0
WM1552C,24951314,0.0
WM1552C,46931012,0.0
WM1552C,56965967,0.0
WM1552C,10451420,0.0
WM1552C,44143370,0.0
WM1552C,10074640,0.0
WM1552C,25195352,0.0
WM1552C,16747388,0.0
WM1552C,9868037,0.0
WM1552C,44224160,0.0
WM1552C,25257557,1.0
WM1552C,46191454,0.0
WM1552C,9884685,0.0
WM1552C,6852167,0.0
WM1552C,9967941,0.0
WM1552C,9903786,0.0
WM1552C,9810884,1.0
WM1552C,9956222,0.0
WM1552C,16725726,0.0
WM1552C,24772860,0.0
WM1552C,447912,0.0
WM1552C,66577006,0.0
WM1552C,24360,0.0
WM1552C,6710780,0.0
WM1552C,84691,0.0
WM1552C,6253,0.0
WM1552C,148124,0.0
WM1552C,126941,0.0
WM1552C,123631,0.0
WM1552C,5311,0.0
WM1552C,644241,0.0
WM1552C,6918454,0.0
WM1552C,6918289,0.0
WM1552C,23725625,0.0
WM1552C,5328940,0.0
WM1552C,216326,0.0
WM1552C,6450551,0.0
WM1552C,11152667,0.0
WM1552C,10341154,0.0
WM1552C,5278396,0.0
WM1552C,300471,0.0
WM1552C,10184653,0.0
WM1552C,24776445,0.0
WM1552C,11624601,0.0
WM1552C,681640,0.0
WM1552C,44450571,0.0
WM1552C,46930998,0.0
WM1552C,11316960,1.0
WM1552C,2314623,0.0
WM1552C,85668777,0.0
WM1552C,51371303,0.0
WM1552C,11455910,0.0
WM1552C,46843772,0.0
WM1552C,2733526,0.0
WM1552C,71271629,0.0
WM1552C,54685215,1.0
WM1552C,9863776,1.0
WM1552C,57339144,0.0
WM1552C,56962337,0.0
WM1552C,11707110,0.0
WM1552C,44462760,1.0
WM1552C,5394,0.0
WM1552C,5460769,0.0
WM1552C,104842,0.0
NCI-H2023,31703,0.0
NCI-H2023,36462,0.0
NCI-H2023,60750,0.0
NCI-H2023,5311497,0.0
NCI-H2023,5459322,0.0
NCI-H2023,2375,1.0
NCI-H2023,4263900,0.0
NCI-H2023,44551660,0.0
NCI-H2023,9956119,0.0
NCI-H2023,44137675,0.0
NCI-H2023,25222038,0.0
NCI-H2023,11713159,0.0
NCI-H2023,46907787,0.0
NCI-H2023,560326,0.0
NCI-H2023,3005532,0.0
NCI-H2023,10027278,0.0
NCI-H2023,5208,0.0
NCI-H2023,10196499,0.0
NCI-H2023,3218,0.0
NCI-H2023,3463933,0.0
NCI-H2023,6753378,0.0
NCI-H2023,521106,0.0
NCI-H2023,3385,0.0
NCI-H2023,446378,0.0
NCI-H2023,11404337,0.0
NCI-H2023,24785538,0.0
NCI-H2023,82146,0.0
NCI-H2023,54676905,0.0
NCI-H2023,11617559,0.0
NCI-H2023,8249,0.0
NCI-H2023,5280757,0.0
NCI-H2023,10113978,0.0
NCI-H2023,9926054,0.0
NCI-H2023,159324,0.0
NCI-H2023,25126798,0.0
NCI-H2023,11338033,0.0
NCI-H2023,9952773,0.0
NCI-H2023,11754511,0.0
NCI-H2023,11647372,0.0
NCI-H2023,5289247,0.0
NCI-H2023,46885626,0.0
NCI-H2023,11373846,0.0
NCI-H2023,46224516,0.0
NCI-H2023,9874913,0.0
NCI-H2023,704473,0.0
NCI-H2023,53340664,0.0
NCI-H2023,11634725,0.0
NCI-H2023,11493598,0.0
NCI-H2023,53394750,0.0
NCI-H2023,42640,0.0
NCI-H2023,24894414,0.0
NCI-H2023,6918848,0.0
NCI-H2023,24756910,0.0
NCI-H2023,24951314,0.0
NCI-H2023,46931012,0.0
NCI-H2023,56965967,0.0
NCI-H2023,10451420,0.0
NCI-H2023,44143370,0.0
NCI-H2023,10074640,0.0
NCI-H2023,25195352,0.0
NCI-H2023,16747388,0.0
NCI-H2023,9868037,0.0
NCI-H2023,44224160,0.0
NCI-H2023,25257557,0.0
NCI-H2023,46191454,0.0
NCI-H2023,9884685,0.0
NCI-H2023,6852167,0.0
NCI-H2023,9967941,0.0
NCI-H2023,9903786,0.0
NCI-H2023,9810884,0.0
NCI-H2023,9956222,0.0
NCI-H2023,16725726,0.0
NCI-H2023,24772860,0.0
NCI-H2023,447912,0.0
NCI-H2023,66577006,0.0
NCI-H2023,24360,0.0
NCI-H2023,6710780,0.0
NCI-H2023,84691,0.0
NCI-H2023,6253,0.0
NCI-H2023,148124,0.0
NCI-H2023,126941,0.0
NCI-H2023,123631,0.0
NCI-H2023,5311,0.0
NCI-H2023,644241,0.0
NCI-H2023,6918454,0.0
NCI-H2023,6918289,0.0
NCI-H2023,23725625,1.0
NCI-H2023,5328940,0.0
NCI-H2023,216326,0.0
NCI-H2023,10341154,0.0
NCI-H2023,5278396,0.0
NCI-H2023,300471,0.0
NCI-H2023,10184653,0.0
NCI-H2023,24776445,1.0
NCI-H2023,11624601,1.0
NCI-H2023,681640,0.0
NCI-H2023,44450571,0.0
NCI-H2023,46930998,0.0
NCI-H2023,25262965,0.0
NCI-H2023,11316960,0.0
NCI-H2023,2314623,0.0
NCI-H2023,85668777,0.0
NCI-H2023,51371303,0.0
NCI-H2023,11455910,0.0
NCI-H2023,2733526,0.0
NCI-H2023,71271629,0.0
NCI-H2023,54685215,0.0
NCI-H2023,9863776,0.0
NCI-H2023,57339144,0.0
NCI-H2023,56962337,0.0
NCI-H2023,11707110,1.0
NCI-H2023,44462760,0.0
NCI-H2023,5394,0.0
NCI-H2023,5460769,0.0
NCI-H2023,104842,0.0
COLO-320-HSR,176870,0.0
COLO-320-HSR,5384616,0.0
COLO-320-HSR,5329102,0.0
COLO-320-HSR,10461815,0.0
COLO-320-HSR,462382,0.0
COLO-320-HSR,36314,0.0
COLO-320-HSR,11676786,0.0
COLO-320-HSR,216239,0.0
COLO-320-HSR,5291,0.0
COLO-320-HSR,16038120,1.0
COLO-320-HSR,11626560,0.0
COLO-320-HSR,76044,0.0
COLO-320-HSR,16760646,0.0
COLO-320-HSR,3062316,0.0
COLO-320-HSR,5311510,0.0
COLO-320-HSR,644215,0.0
COLO-320-HSR,24825971,0.0
COLO-320-HSR,9549184,0.0
COLO-320-HSR,11844351,0.0
COLO-320-HSR,49821040,0.0
COLO-320-HSR,11364421,0.0
COLO-320-HSR,10390396,1.0
COLO-320-HSR,20635522,0.0
COLO-320-HSR,16663089,0.0
COLO-320-HSR,4993,1.0
COLO-320-HSR,49836027,0.0
COLO-320-HSR,10172943,0.0
COLO-320-HSR,9826308,0.0
COLO-320-HSR,7251185,0.0
COLO-320-HSR,9907093,0.0
COLO-320-HSR,387447,0.0
COLO-320-HSR,46844147,0.0
COLO-320-HSR,5717801,0.0
COLO-320-HSR,208908,0.0
COLO-320-HSR,16095342,0.0
COLO-320-HSR,31703,0.0
COLO-320-HSR,36462,0.0
COLO-320-HSR,60750,0.0
COLO-320-HSR,5311497,0.0
COLO-320-HSR,5459322,0.0
COLO-320-HSR,2375,0.0
COLO-320-HSR,4263900,0.0
COLO-320-HSR,44551660,0.0
COLO-320-HSR,9956119,0.0
COLO-320-HSR,44137675,0.0
COLO-320-HSR,25222038,0.0
COLO-320-HSR,11713159,0.0
COLO-320-HSR,46907787,0.0
COLO-320-HSR,560326,0.0
COLO-320-HSR,3005532,0.0
COLO-320-HSR,10027278,0.0
COLO-320-HSR,5208,0.0
COLO-320-HSR,10196499,0.0
COLO-320-HSR,3218,0.0
COLO-320-HSR,3463933,0.0
COLO-320-HSR,6753378,0.0
COLO-320-HSR,521106,0.0
COLO-320-HSR,3385,0.0
COLO-320-HSR,446378,0.0
COLO-320-HSR,11404337,0.0
COLO-320-HSR,24785538,1.0
COLO-320-HSR,82146,0.0
COLO-320-HSR,54676905,0.0
COLO-320-HSR,11617559,0.0
COLO-320-HSR,8249,0.0
COLO-320-HSR,5280757,0.0
COLO-320-HSR,10113978,0.0
COLO-320-HSR,448013,0.0
COLO-320-HSR,9926054,1.0
COLO-320-HSR,159324,0.0
COLO-320-HSR,25126798,1.0
COLO-320-HSR,10109823,0.0
COLO-320-HSR,11338033,0.0
COLO-320-HSR,9952773,0.0
COLO-320-HSR,11754511,0.0
COLO-320-HSR,11647372,0.0
COLO-320-HSR,5289247,0.0
COLO-320-HSR,46885626,0.0
COLO-320-HSR,11373846,0.0
COLO-320-HSR,46224516,0.0
COLO-320-HSR,9874913,0.0
COLO-320-HSR,704473,1.0
COLO-320-HSR,53340664,0.0
COLO-320-HSR,11634725,0.0
COLO-320-HSR,11493598,0.0
COLO-320-HSR,53394750,1.0
COLO-320-HSR,42640,0.0
COLO-320-HSR,24894414,0.0
COLO-320-HSR,6918848,0.0
COLO-320-HSR,24756910,0.0
COLO-320-HSR,24951314,0.0
COLO-320-HSR,46931012,0.0
COLO-320-HSR,56965967,0.0
COLO-320-HSR,10451420,1.0
COLO-320-HSR,44143370,0.0
COLO-320-HSR,10074640,0.0
COLO-320-HSR,25195352,1.0
COLO-320-HSR,16747388,0.0
COLO-320-HSR,9868037,0.0
COLO-320-HSR,44224160,0.0
COLO-320-HSR,25257557,1.0
COLO-320-HSR,46191454,0.0
COLO-320-HSR,9884685,0.0
COLO-320-HSR,6852167,1.0
COLO-320-HSR,9967941,0.0
COLO-320-HSR,9903786,0.0
COLO-320-HSR,9810884,1.0
COLO-320-HSR,9956222,0.0
COLO-320-HSR,16725726,0.0
COLO-320-HSR,24772860,0.0
COLO-320-HSR,447912,0.0
COLO-320-HSR,66577006,0.0
COLO-320-HSR,24360,0.0
COLO-320-HSR,6710780,0.0
COLO-320-HSR,84691,0.0
COLO-320-HSR,6253,0.0
COLO-320-HSR,148124,0.0
COLO-320-HSR,126941,1.0
COLO-320-HSR,123631,0.0
COLO-320-HSR,5311,0.0
COLO-320-HSR,644241,0.0
COLO-320-HSR,6918454,0.0
COLO-320-HSR,6918289,0.0
COLO-320-HSR,23725625,0.0
COLO-320-HSR,5328940,0.0
COLO-320-HSR,216326,0.0
COLO-320-HSR,6450551,0.0
COLO-320-HSR,11152667,0.0
COLO-320-HSR,10341154,0.0
COLO-320-HSR,5278396,0.0
COLO-320-HSR,300471,0.0
COLO-320-HSR,10184653,0.0
COLO-320-HSR,24776445,0.0
COLO-320-HSR,11624601,0.0
COLO-320-HSR,681640,0.0
COLO-320-HSR,44450571,0.0
COLO-320-HSR,46930998,0.0
COLO-320-HSR,25262965,0.0
COLO-320-HSR,11316960,0.0
COLO-320-HSR,2314623,0.0
COLO-320-HSR,85668777,0.0
COLO-320-HSR,51371303,0.0
COLO-320-HSR,11455910,0.0
COLO-320-HSR,2733526,0.0
COLO-320-HSR,71271629,0.0
COLO-320-HSR,54685215,0.0
COLO-320-HSR,9863776,0.0
COLO-320-HSR,57339144,0.0
COLO-320-HSR,56962337,0.0
COLO-320-HSR,11707110,0.0
COLO-320-HSR,44462760,0.0
COLO-320-HSR,5394,0.0
COLO-320-HSR,5460769,0.0
COLO-320-HSR,104842,0.0
JJN-3,176870,0.0
JJN-3,5384616,0.0
JJN-3,5329102,0.0
JJN-3,10461815,0.0
JJN-3,462382,0.0
JJN-3,36314,0.0
JJN-3,11676786,0.0
JJN-3,216239,0.0
JJN-3,5291,0.0
JJN-3,16038120,0.0
JJN-3,11626560,0.0
JJN-3,76044,0.0
JJN-3,16760646,1.0
JJN-3,3062316,0.0
JJN-3,5311510,1.0
JJN-3,644215,0.0
JJN-3,24825971,0.0
JJN-3,9549184,0.0
JJN-3,11844351,0.0
JJN-3,49821040,0.0
JJN-3,11364421,0.0
JJN-3,10390396,0.0
JJN-3,20635522,0.0
JJN-3,16663089,0.0
JJN-3,4993,0.0
JJN-3,49836027,0.0
JJN-3,10172943,0.0
JJN-3,9826308,0.0
JJN-3,7251185,1.0
JJN-3,9907093,0.0
JJN-3,387447,0.0
JJN-3,46844147,0.0
JJN-3,5717801,0.0
JJN-3,208908,0.0
JJN-3,16095342,0.0
JJN-3,31703,0.0
JJN-3,36462,0.0
JJN-3,60750,0.0
JJN-3,5311497,0.0
JJN-3,5459322,0.0
JJN-3,2375,0.0
JJN-3,4263900,0.0
JJN-3,44551660,0.0
JJN-3,9956119,0.0
JJN-3,44137675,0.0
JJN-3,25222038,0.0
JJN-3,11713159,0.0
JJN-3,46907787,0.0
JJN-3,560326,1.0
JJN-3,3005532,0.0
JJN-3,10027278,0.0
JJN-3,5208,0.0
JJN-3,10196499,0.0
JJN-3,3218,0.0
JJN-3,3463933,0.0
JJN-3,6753378,0.0
JJN-3,521106,1.0
JJN-3,3385,0.0
JJN-3,446378,0.0
JJN-3,11404337,0.0
JJN-3,24785538,0.0
JJN-3,82146,0.0
JJN-3,54676905,0.0
JJN-3,11617559,1.0
JJN-3,8249,0.0
