cell,drug,res
TCGA-HT-A5RC,5394,0.0
TCGA-2G-AAKM,5360373,1.0
TCGA-2G-AAKM,5460033,1.0
TCGA-2G-AAKM,36462,1.0
TCGA-2G-AAFL,5360373,1.0
TCGA-2G-AAFL,5460033,1.0
TCGA-2G-AAFL,36462,1.0
TCGA-CN-4731,148124,0.0
TCGA-DX-A8BU,148124,0.0
TCGA-DX-A8BU,31703,0.0
TCGA-DX-A8BU,60750,0.0
TCGA-FB-A78T,60750,1.0
TCGA-K1-A6RU,31703,0.0
TCGA-DB-A64X,5394,0.0
TCGA-A8-A08B,2907,1.0
TCGA-A8-A08B,41867,1.0
TCGA-A8-A08B,3385,1.0
TCGA-A8-A08B,2733526,1.0
TCGA-MA-AA3X,5460033,1.0
TCGA-UC-A7PG,5460033,0.0
TCGA-GN-A9SD,457193,0.0
TCGA-GN-A9SD,460612,0.0
TCGA-GN-A9SD,42611257,0.0
TCGA-DU-8166,3950,0.0
TCGA-DU-8166,4915,0.0
TCGA-DU-8166,5394,0.0
TCGA-A8-A08C,2907,1.0
TCGA-A8-A08C,41867,1.0
TCGA-A8-A08C,3385,1.0
TCGA-DX-A8BV,148124,0.0
TCGA-DX-A8BV,31703,0.0
TCGA-DX-A8BV,60750,0.0
TCGA-4K-AA1G,5360373,1.0
TCGA-4K-AA1G,5460033,1.0
TCGA-4K-AA1G,36462,1.0
TCGA-AA-A01K,3385,1.0
TCGA-AA-A01K,135403648,1.0
TCGA-AA-A01K,9887053,1.0
TCGA-Q1-A73O,5460033,1.0
TCGA-UD-AAC4,5460033,0.0
TCGA-UD-AAC4,60750,0.0
TCGA-UD-AAC4,135410875,0.0
TCGA-UD-AAC4,5329102,0.0
TCGA-JY-A6FA,5460033,1.0
TCGA-JY-A6FA,41867,1.0
TCGA-JY-A6FA,3385,1.0
TCGA-NH-A50V,3385,1.0
TCGA-NH-A50V,9887053,1.0
TCGA-BR-6458,36462,1.0
TCGA-BR-6458,3385,1.0
TCGA-BR-6458,135403648,1.0
TCGA-AA-A00U,3385,1.0
TCGA-AA-A00U,135403648,1.0
TCGA-AA-A00U,9887053,1.0
TCGA-CN-A641,5460033,1.0
TCGA-E9-A3HO,2907,1.0
TCGA-E9-A3HO,3385,1.0
TCGA-E9-A3HO,5311128,1.0
TCGA-E9-A3HO,657181,1.0
TCGA-E9-A3HO,126941,1.0
TCGA-IB-7652,60750,1.0
TCGA-2G-AAGE,5360373,1.0
TCGA-2G-AAGE,5460033,1.0
TCGA-2G-AAGE,36462,1.0
TCGA-A2-A0EP,2187,1.0
TCGA-A2-A0EP,2907,1.0
TCGA-A2-A0EP,31703,1.0
TCGA-A2-A0EP,36314,1.0
TCGA-H7-A6C4,10339178,1.0
TCGA-H7-A6C4,5460033,1.0
TCGA-05-4402,10339178,1.0
TCGA-05-4402,176870,1.0
TCGA-05-4402,5311497,1.0
TCGA-IR-A3LK,10339178,0.0
TCGA-IR-A3LK,5460033,1.0
TCGA-IR-A3LK,36314,0.0
TCGA-BR-6710,3385,1.0
TCGA-BR-6710,135403648,1.0
TCGA-LL-A50Y,2187,1.0
TCGA-A8-A08O,2187,0.0
TCGA-A8-A08O,148124,0.0
TCGA-A8-A08O,5311497,0.0
TCGA-HW-8319,5394,0.0
TCGA-DB-A64W,5394,0.0
TCGA-AA-A01F,3385,1.0
TCGA-AA-A01F,135403648,1.0
TCGA-AA-A01F,9887053,1.0
TCGA-EE-A3JI,135398738,0.0
TCGA-2X-A9D5,5460033,1.0
TCGA-2X-A9D5,36462,1.0
TCGA-E9-A1NG,2733526,1.0
TCGA-D6-A6EK,5460033,1.0
TCGA-F2-A8YN,60750,0.0
TCGA-F7-A50J,5460033,1.0
TCGA-DQ-7593,10339178,1.0
TCGA-DQ-7593,36314,1.0
TCGA-IQ-A61J,5460033,1.0
TCGA-E2-A573,2907,1.0
TCGA-E2-A573,148124,1.0
TCGA-KS-A4IB,5920,1.0
TCGA-S9-A7R8,4493,0.0
TCGA-S9-A7R8,5394,0.0
TCGA-91-7771,5460033,1.0
TCGA-91-7771,135410875,1.0
TCGA-W3-AA1Q,60750,0.0
TCGA-W3-AA1Q,2733526,0.0
TCGA-3H-AB3M,10339178,0.0
TCGA-3H-AB3M,5460033,0.0
TCGA-3H-AB3M,3062316,0.0
TCGA-3H-AB3M,31703,0.0
TCGA-3H-AB3M,6442177,0.0
TCGA-3H-AB3M,5291,0.0
TCGA-3H-AB3M,135410875,0.0
TCGA-3H-AB3M,6918289,0.0
TCGA-2G-AAG8,5360373,1.0
TCGA-2G-AAG8,5460033,1.0
TCGA-2G-AAG8,36462,1.0
TCGA-AP-A3K1,31703,0.0
TCGA-BR-6709,10339178,1.0
TCGA-BR-6709,5460033,1.0
TCGA-BR-6709,3385,1.0
TCGA-BR-6709,135403648,1.0
TCGA-QQ-A8VD,31703,0.0
TCGA-QQ-A8VD,5291,0.0
TCGA-QQ-A8VD,5035,0.0
TCGA-QQ-A8VD,1548887,0.0
TCGA-QQ-A8VD,2733526,0.0
TCGA-43-A474,10339178,1.0
TCGA-43-A474,148124,1.0
TCGA-N8-A4PN,10339178,1.0
TCGA-N8-A4PN,36314,1.0
TCGA-VS-A8EK,5460033,1.0
TCGA-BR-A44T,3385,1.0
TCGA-BR-A44T,135403648,1.0
TCGA-2G-AAKH,5360373,1.0
TCGA-2G-AAKH,5460033,1.0
TCGA-2G-AAKH,36462,1.0
TCGA-DU-A5TS,5394,0.0
TCGA-EE-A29Q,135398738,0.0
TCGA-A6-5664,3385,0.0
TCGA-A6-5664,60838,0.0
TCGA-A6-5664,135403648,0.0
TCGA-KS-A4I9,5920,1.0
TCGA-AA-3930,60953,0.0
TCGA-G7-A8LD,6442177,0.0
TCGA-G7-A8LD,5329102,0.0
TCGA-MP-A4TF,5460033,1.0
TCGA-MP-A4TF,5311497,1.0
TCGA-EO-A1Y5,10339178,1.0
TCGA-EO-A1Y5,36314,1.0
TCGA-OR-A5JM,47576,0.0
TCGA-OR-A5JM,5329102,0.0
TCGA-FD-A3SO,5460033,0.0
TCGA-FD-A3SO,60750,0.0
TCGA-EB-A550,2733526,1.0
TCGA-EX-A449,10339178,1.0
TCGA-EX-A449,5460033,1.0
TCGA-EX-A449,36314,1.0
TCGA-DK-A3IV,5460033,0.0
TCGA-DK-A3IV,60750,0.0
TCGA-S8-A6BV,135659064,0.0
TCGA-EA-A3QD,5460033,1.0
TCGA-2G-AAGF,5360373,1.0
TCGA-2G-AAGF,5460033,1.0
TCGA-2G-AAGF,36462,1.0
TCGA-DS-A5RQ,5460033,1.0
TCGA-86-A4P8,5460033,1.0
TCGA-86-A4P8,135410875,1.0
TCGA-95-A4VP,10339178,0.0
TCGA-95-A4VP,36314,0.0
TCGA-AA-A02F,3385,1.0
TCGA-AA-A02F,60838,1.0
TCGA-AA-A02F,135403648,1.0
TCGA-AA-A02F,9887053,1.0
TCGA-AG-3609,3385,1.0
TCGA-AG-3609,135403648,1.0
TCGA-AG-3609,9887053,1.0
TCGA-BR-6802,60953,1.0
TCGA-BR-6802,3385,1.0
TCGA-BR-6802,135403648,1.0
TCGA-Q1-A5R2,5460033,1.0
TCGA-A7-A5ZW,2907,1.0
TCGA-A7-A5ZW,148124,1.0
TCGA-EW-A2FS,5311128,0.0
TCGA-HU-A4GP,3045,0.0
TCGA-B0-5115,6442177,0.0
TCGA-B0-5115,10113978,0.0
TCGA-DX-A7EN,148124,1.0
TCGA-DX-A7EN,60750,1.0
TCGA-FG-6689,5394,0.0
TCGA-VS-A9UU,5460033,1.0
TCGA-F2-6880,60750,1.0
TCGA-BR-8680,41867,1.0
TCGA-BR-8680,11354606,1.0
TCGA-BR-8680,6741,1.0
TCGA-BR-8680,9887053,1.0
TCGA-DQ-7594,10339178,1.0
TCGA-DQ-7594,36314,1.0
TCGA-N9-A4Q7,10339178,1.0
TCGA-N9-A4Q7,148124,1.0
TCGA-N9-A4Q7,36314,1.0
TCGA-B7-A5TK,60953,1.0
TCGA-CD-A486,60953,1.0
TCGA-CD-A486,5460033,1.0
TCGA-CD-A486,36314,1.0
TCGA-DD-A4NH,216239,0.0
TCGA-AA-3955,60953,1.0
TCGA-AA-3955,9887053,1.0
TCGA-YL-A8HM,2375,1.0
TCGA-YL-A8HM,5311128,1.0
TCGA-KK-A6E1,657181,1.0
TCGA-ZM-AA06,5360373,1.0
TCGA-ZM-AA06,5460033,1.0
TCGA-ZM-AA06,36462,1.0
TCGA-BR-8296,36462,1.0
TCGA-BR-8296,3385,1.0
TCGA-BR-8296,135403648,1.0
TCGA-IG-A7DP,10339178,1.0
TCGA-IG-A7DP,60750,1.0
TCGA-FD-A5C1,5460033,1.0
TCGA-FD-A5C1,60750,1.0
TCGA-IQ-A61O,5460033,1.0
TCGA-A2-A0CK,2907,1.0
TCGA-A2-A0CK,148124,1.0
TCGA-A2-A0CK,31703,1.0
TCGA-A2-A0CK,36314,1.0
TCGA-AG-3728,3385,1.0
TCGA-AG-3728,135403648,1.0
TCGA-AG-3728,9887053,1.0
TCGA-MP-A4T9,5460033,1.0
TCGA-MP-A4T9,60750,1.0
TCGA-MP-A4T9,5311497,1.0
TCGA-J9-A52B,5311128,1.0
TCGA-KS-A4I1,5920,1.0
TCGA-A2-A0CO,2733526,1.0
TCGA-3B-A9HR,135398738,0.0
TCGA-3B-A9HR,148124,0.0
TCGA-3B-A9HR,60750,0.0
TCGA-3B-A9HR,10113978,0.0
TCGA-3B-A9HR,108150,0.0
TCGA-D7-8579,3385,1.0
TCGA-43-5668,60750,0.0
TCGA-BR-8371,5460033,0.0
TCGA-BR-8371,36462,0.0
TCGA-BR-8371,3385,0.0
TCGA-BR-8371,135403648,0.0
TCGA-DX-A6B8,31703,0.0
TCGA-3B-A9HT,5460033,1.0
TCGA-CR-7389,10339178,1.0
TCGA-CR-7389,36314,1.0
TCGA-DK-A3IU,10339178,0.0
TCGA-DK-A3IU,60750,0.0
TCGA-VS-A8QC,36314,0.0
TCGA-BG-A0VZ,5460033,1.0
TCGA-BG-A0VZ,31703,1.0
TCGA-BG-A0VZ,36314,1.0
TCGA-A8-A08F,2907,1.0
TCGA-A8-A08F,148124,1.0
TCGA-A8-A08F,41867,1.0
TCGA-A8-A08F,3385,1.0
TCGA-2G-AAGT,5360373,1.0
TCGA-2G-AAGT,5460033,1.0
TCGA-2G-AAGT,36462,1.0
TCGA-FG-A70Y,5394,0.0
TCGA-3H-AB3O,9933475,1.0
TCGA-3H-AB3O,5460033,1.0
TCGA-3H-AB3O,3062316,1.0
TCGA-3H-AB3O,135410875,1.0
TCGA-A7-A6VV,2907,1.0
TCGA-A7-A6VV,148124,1.0
TCGA-DX-A6YX,148124,0.0
TCGA-DX-A6YX,31703,0.0
TCGA-DX-A6YX,60750,0.0
TCGA-62-A46Y,5460033,1.0
TCGA-62-A46Y,5311497,1.0
TCGA-CN-A6V3,5460033,1.0
TCGA-EB-A5SH,5460033,1.0
TCGA-EB-A5SH,135398738,1.0
TCGA-A7-A4SD,2907,1.0
TCGA-A7-A4SD,148124,1.0
TCGA-P3-A6T3,5460033,1.0
TCGA-CR-7404,10339178,1.0
TCGA-OE-A75W,3385,0.0
TCGA-CG-4477,5460033,0.0
TCGA-CG-4477,3385,0.0
TCGA-VS-A9V0,5460033,1.0
TCGA-XF-AAN7,60750,1.0
TCGA-XF-AAN7,36314,0.0
TCGA-EE-A2MQ,135398738,0.0
TCGA-P5-A5F2,104799,1.0
TCGA-S3-AA10,2907,1.0
TCGA-S3-AA10,148124,1.0
TCGA-2G-AAGA,5360373,1.0
TCGA-2G-AAGA,5460033,1.0
TCGA-2G-AAGA,36462,1.0
TCGA-AG-A036,3385,1.0
TCGA-IB-7891,60750,0.0
TCGA-IB-7891,60838,0.0
TCGA-IB-7891,135403648,0.0
TCGA-IB-7891,9887053,0.0
TCGA-QH-A65V,3950,0.0
TCGA-QH-A65V,4915,0.0
TCGA-QH-A65V,5978,0.0
TCGA-VR-A8EQ,3385,1.0
TCGA-99-8033,36314,0.0
TCGA-AZ-6606,3385,0.0
TCGA-AZ-6606,136170999,0.0
TCGA-N7-A4Y8,10339178,0.0
TCGA-N7-A4Y8,36314,0.0
TCGA-AA-A00J,3385,1.0
TCGA-B6-A402,2907,1.0
TCGA-B6-A402,31703,1.0
TCGA-B6-A402,36314,1.0
TCGA-US-A774,60750,0.0
TCGA-A8-A08X,2907,1.0
TCGA-A8-A08X,31703,1.0
TCGA-A8-A08X,36314,1.0
TCGA-A8-A08X,5311497,1.0
TCGA-A2-A3XT,2907,1.0
TCGA-A2-A3XT,148124,1.0
TCGA-A2-A3XT,31703,1.0
TCGA-X2-A95T,148124,1.0
TCGA-X2-A95T,60750,1.0
TCGA-OY-A56Q,10339178,1.0
TCGA-OY-A56Q,36314,1.0
TCGA-DU-8165,5394,0.0
TCGA-HJ-7597,3385,1.0
TCGA-HJ-7597,60838,1.0
TCGA-HJ-7597,126941,0.0
TCGA-OL-A6VO,2907,1.0
TCGA-OL-A6VO,148124,1.0
TCGA-AG-3584,3385,0.0
TCGA-AG-3584,60838,0.0
TCGA-AG-3584,135403648,0.0
TCGA-AG-3584,9887053,0.0
TCGA-EW-A3U0,5460033,1.0
TCGA-EW-A3U0,2907,1.0
TCGA-EW-A3U0,148124,1.0
TCGA-EW-A3U0,31703,1.0
TCGA-B9-4114,10113978,0.0
TCGA-2G-AAF6,5360373,1.0
TCGA-2G-AAF6,5460033,1.0
TCGA-2G-AAF6,36462,1.0
TCGA-TM-A84M,3950,1.0
TCGA-TM-A84M,4915,1.0
TCGA-TM-A84M,5978,1.0
TCGA-EE-A29V,135398738,0.0
TCGA-3B-A9HP,148124,0.0
TCGA-3B-A9HP,60750,0.0
TCGA-VQ-A8P3,3385,1.0
TCGA-FG-8191,5394,0.0
TCGA-BT-A2LD,10339178,0.0
TCGA-BT-A2LD,36314,0.0
TCGA-HG-A2PA,10339178,1.0
TCGA-HG-A2PA,36314,1.0
TCGA-2L-AAQJ,60750,0.0
TCGA-EX-A3L1,5460033,1.0
TCGA-N8-A4PO,10339178,0.0
TCGA-N8-A4PO,36314,0.0
TCGA-VS-A9V5,10339178,0.0
TCGA-AC-A62V,36314,1.0
TCGA-VQ-AA6B,3385,1.0
TCGA-VP-A878,5311128,1.0
TCGA-2G-AAGK,5360373,1.0
TCGA-2G-AAGK,5460033,1.0
TCGA-2G-AAGK,36462,1.0
TCGA-EK-A2H0,5460033,1.0
TCGA-WE-A8ZR,42611257,0.0
TCGA-VS-A954,5460033,1.0
TCGA-S4-A8RM,60750,1.0
TCGA-AQ-A54O,2907,1.0
TCGA-AQ-A54O,31703,1.0
TCGA-AQ-A54O,36314,1.0
TCGA-A7-A6VY,2907,1.0
TCGA-A7-A6VY,31703,1.0
TCGA-A7-A6VY,36314,1.0
TCGA-DB-A4XF,5394,0.0
TCGA-IQ-A61G,5460033,0.0
TCGA-S3-A6ZG,2907,1.0
TCGA-S3-A6ZG,31703,1.0
TCGA-S3-AA11,2187,1.0
TCGA-S3-AA11,60198,1.0
TCGA-S3-AA11,3902,1.0
TCGA-GM-A2DH,2907,1.0
TCGA-GM-A2DH,31703,1.0
TCGA-GM-A2DH,3385,1.0
TCGA-GM-A2DH,36314,1.0
TCGA-S9-A7R4,5394,0.0
TCGA-DD-A3A4,60750,0.0
TCGA-JY-A93D,3385,1.0
TCGA-86-8674,5460033,0.0
TCGA-86-8674,13342,0.0
TCGA-BA-A6DJ,5460033,1.0
TCGA-NH-A50U,60953,0.0
TCGA-NH-A50U,3385,0.0
TCGA-NH-A50U,135403648,1.0
TCGA-NH-A50U,9887053,1.0
TCGA-NH-A50U,11167602,0.0
TCGA-FB-AAQ6,60750,1.0
TCGA-YL-A8SO,2375,1.0
TCGA-BR-8381,3385,1.0
TCGA-BR-8381,135403648,1.0
TCGA-BR-8381,9887053,1.0
TCGA-CG-5732,5460033,0.0
TCGA-CG-5732,148124,0.0
TCGA-CG-5732,3385,0.0
TCGA-CG-5732,135403648,0.0
TCGA-CG-5732,5746,1.0
TCGA-YU-A94D,5360373,0.0
TCGA-A7-A6VX,2907,1.0
TCGA-A7-A6VX,148124,1.0
TCGA-EQ-A4SO,60953,1.0
TCGA-EQ-A4SO,9887053,1.0
TCGA-86-A4D0,5460033,1.0
TCGA-86-A4D0,36462,1.0
TCGA-DU-A6S7,5394,0.0
TCGA-EO-A3B1,10339178,1.0
TCGA-EO-A3B1,36314,1.0
TCGA-J2-8194,10339178,0.0
TCGA-J2-8194,148124,0.0
TCGA-J2-8194,60750,0.0
TCGA-2G-AAFG,5360373,1.0
TCGA-2G-AAFG,5460033,1.0
TCGA-2G-AAFG,36462,1.0
TCGA-86-8054,5460033,1.0
TCGA-86-8054,36314,1.0
TCGA-GV-A3QH,5460033,0.0
TCGA-GV-A3QH,60750,0.0
TCGA-G2-A3IE,5460033,0.0
TCGA-G2-A3IE,60750,1.0
TCGA-G2-A3IE,126941,0.0
TCGA-G2-A3IE,13342,0.0
TCGA-58-A46L,10339178,1.0
TCGA-58-A46L,148124,1.0
TCGA-A5-A3LP,10339178,1.0
TCGA-A2-A3XU,2187,0.0
TCGA-A2-A3XU,60953,0.0
TCGA-BA-A4IH,5460033,1.0
TCGA-AA-3680,3385,0.0
TCGA-AA-3680,135403648,0.0
TCGA-AA-3680,9887053,0.0
TCGA-LK-A4O5,5460033,0.0
TCGA-LK-A4O5,31703,0.0
TCGA-LK-A4O5,135410875,0.0
TCGA-AJ-A3EK,10339178,1.0
TCGA-AJ-A3EK,36314,1.0
TCGA-VS-A9UP,5460033,1.0
TCGA-VQ-A8PP,3385,0.0
TCGA-MQ-A6BR,5460033,1.0
TCGA-MQ-A6BR,135410875,1.0
TCGA-P3-A6T8,5460033,1.0
TCGA-F4-6807,60953,1.0
TCGA-L5-A88W,10339178,0.0
TCGA-L5-A88W,60750,1.0
TCGA-L5-A88W,36314,0.0
TCGA-SC-A6LR,5460033,0.0
TCGA-SC-A6LR,135410875,0.0
TCGA-XF-AAME,10339178,0.0
TCGA-XF-AAME,5460033,1.0
TCGA-XF-AAME,60750,1.0
TCGA-BT-A2LA,10339178,1.0
TCGA-BT-A2LA,36462,1.0
TCGA-IF-A4AJ,31703,0.0
TCGA-BR-8291,36462,1.0
TCGA-BR-8291,3385,1.0
TCGA-BR-8291,135403648,1.0
TCGA-2G-AAFM,5360373,1.0
TCGA-2G-AAFM,5460033,1.0
TCGA-2G-AAFM,36462,1.0
TCGA-Q1-A5R3,5460033,1.0
TCGA-UF-A7JC,5460033,1.0
TCGA-NC-A5HQ,10339178,1.0
TCGA-NC-A5HQ,5311497,1.0
TCGA-S3-AA15,2907,1.0
TCGA-S3-AA15,31703,1.0
TCGA-S3-AA15,36314,1.0
TCGA-E9-A1NI,2907,1.0
TCGA-E9-A1NI,31703,1.0
TCGA-E9-A1NI,3385,1.0
TCGA-IG-A3I8,5460033,1.0
TCGA-IG-A3I8,3385,1.0
TCGA-H6-8124,60953,1.0
TCGA-BH-A8G0,2907,1.0
TCGA-BH-A8G0,148124,1.0
TCGA-L1-A7W4,60750,0.0
TCGA-DU-8168,5394,0.0
TCGA-EW-A1OY,36314,0.0
TCGA-FC-A4JI,2375,1.0
TCGA-K1-A3PN,148124,0.0
TCGA-K1-A3PN,60750,0.0
TCGA-VS-A8EC,10339178,1.0
TCGA-VS-A8EC,36314,1.0
TCGA-2G-AAHC,5360373,1.0
TCGA-2G-AAHC,5460033,1.0
TCGA-2G-AAHC,36462,1.0
TCGA-BR-6563,2907,1.0
TCGA-BR-6563,135398738,1.0
TCGA-BR-6563,31703,1.0
TCGA-BR-6563,5978,1.0
TCGA-YL-A9WL,657181,1.0
TCGA-3A-A9J0,60750,0.0
TCGA-HU-A4GX,5460033,0.0
TCGA-HU-A4GX,36314,0.0
TCGA-AF-6136,3385,0.0
TCGA-AF-6136,135403648,0.0
TCGA-AF-6136,9887053,0.0
TCGA-DB-A64O,5394,0.0
TCGA-HZ-8317,60750,0.0
TCGA-BA-A6D8,5460033,1.0
TCGA-SX-A7SM,10113978,1.0
TCGA-PK-A5HB,216239,0.0
TCGA-93-A4JP,10339178,1.0
TCGA-3B-A9HL,148124,0.0
TCGA-3B-A9HL,60750,0.0
TCGA-A2-A3XV,10339178,1.0
TCGA-A2-A3XV,148124,1.0
TCGA-EB-A553,10339178,1.0
TCGA-EB-A553,135398738,1.0
TCGA-50-5068,36314,0.0
TCGA-MY-A5BF,5460033,1.0
TCGA-4H-AAAK,2907,1.0
TCGA-4H-AAAK,31703,1.0
TCGA-4H-AAAK,3385,1.0
TCGA-CN-6996,60953,0.0
TCGA-CN-6996,5311,0.0
TCGA-43-6647,10339178,1.0
TCGA-43-6647,36314,1.0
TCGA-VQ-A8PU,3385,1.0
TCGA-E6-A8L9,10339178,1.0
TCGA-E6-A8L9,36314,1.0
TCGA-53-7626,5460033,0.0
TCGA-53-7626,148124,0.0
TCGA-FD-A6TC,60750,1.0
TCGA-AZ-4682,3385,0.0
TCGA-AZ-4682,60838,0.0
TCGA-AZ-4682,135403648,0.0
TCGA-86-7955,5460033,1.0
TCGA-86-7955,36462,1.0
TCGA-LL-A440,2907,1.0
TCGA-LL-A440,148124,1.0
